球员,出场数,上场总时间（min）,投篮率,命中次数,出手次数,三分投球率,三分命中次数,三分出手次数,罚球率,罚球命中次数,罚球出手次数,篮板数,助攻次数,抢断次数,盖帽次数,失误次数,犯规次数,生涯总得分
乔-鲁克里克,6,23,0.2310 ,3,13,0,0,0,0.5,1,2,9,0,0,0,0,5,7
乔丹-亚当斯,4,10,0.6670 ,2,3,1,1,1,0.5,2,4,1,0,1,0,0,0,7
伊拉-纽贝尔,12,22,0.6000 ,3,5,0.333,1,3,0,0,0,3,1,1,0,1,4,7
凯兰纳-阿祖布克,7,19,0.3330 ,2,6,0.5,1,2,1,2,2,5,0,2,0,1,1,7
卢克-辛歇尔,3,17,1.0000 ,2,2,0,0,0,0.75,3,4,7,0,0,0,1,2,7
唐纳德-斯隆,4,16,0.2860 ,2,7,0.25,1,4,0.5,2,4,1,3,1,0,2,0,7
埃迪-菲利普斯,2,12,0.5000 ,3,6,0,0,2,0.25,1,4,5,3,0,0,1,2,7
奥斯丁-达耶,5,27,0.3000 ,3,10,0,0,1,1,1,1,2,0,0,1,1,2,7
威廉-艾弗里,2,12,0.5000 ,3,6,0.5,1,2,0,0,0,1,2,0,1,0,0,7
安苏-瑟塞,4,60,0.3750 ,3,8,0,0,0,1,1,1,14,4,0,4,2,8,7
布拉德-沃纳梅克,3,13,0.3330 ,2,6,1,1,1,1,2,2,0,2,1,0,2,0,7
德尼斯-杜瓦尔,5,14,0.3330 ,3,9,0,0,0,0.5,1,2,3,3,0,0,0,1,7
德扬泰-戴维斯,3,11,0.6000 ,3,5,0,0,0,0.5,1,2,5,0,0,0,0,2,7
昆特尔-伍兹,4,18,0.3330 ,3,9,0,0,1,0.5,1,2,2,0,0,0,1,3,7
杰克-图梅,1,0,0.2000 ,1,5,0,0,0,0.714,5,7,0,0,0,0,0,6,7
杰罗米-雷恩,4,35,0.2000 ,2,10,0,0,1,0.75,3,4,7,4,0,0,2,8,7
杰西-达科,2,11,0.1670 ,1,6,0,0,0,1,5,5,1,1,0,0,0,2,7
格雷格-萨顿,5,38,0.1540 ,2,13,0,0,7,1,3,3,5,5,1,1,1,4,7
汤姆-谢夫勒,3,10,0.6670 ,2,3,0,0,0,0.75,3,4,5,0,1,0,1,0,7
特雷-莱尔斯,4,16,0.3330 ,3,9,0.25,1,4,0,0,0,3,3,1,0,1,2,7
特雷沃恩-格拉汉姆,5,80,0.2000 ,2,10,0,0,7,0.5,3,6,11,3,2,1,3,10,7
特马尔-斯利,12,23,0.2220 ,2,9,0.5,1,2,1,2,2,2,0,1,0,2,1,7
约翰-乔简森,6,0,0.4290 ,3,7,0,0,0,1,1,1,0,0,0,0,0,4,7
约翰-托马斯,9,57,0.5000 ,3,6,0,0,0,0.5,1,2,10,2,3,1,5,15,7
维克多-亚历山大,6,28,0.5000 ,3,6,0,0,0,1,1,1,7,1,2,0,2,8,7
维恩-亚茨,4,12,0.3750 ,3,8,0,0,0,0.5,1,2,5,1,0,0,0,2,7
罗伦佐-查尔斯,4,15,0.7500 ,3,4,0,0,0,1,1,1,2,2,0,0,0,1,7
艾尔-弗莱明,5,21,0.3330 ,2,6,0,0,0,0.75,3,4,4,2,1,0,2,5,7
贾斯汀-里德,6,22,0.3330 ,2,6,0,0,2,0.75,3,4,1,0,0,0,2,2,7
达内尔-米,3,30,0.5000 ,3,6,0.25,1,4,0,0,0,2,2,3,0,3,4,7
达夫-拉汀,5,27,0.2000 ,1,5,0,0,0,0.833,5,6,5,1,0,0,0,9,7
阿布莱-戴维斯,3,0,0.3330 ,2,6,0,0,0,1,3,3,0,0,0,0,0,3,7
鲍伯-克里斯蒂安,6,34,0.3750 ,3,8,0,0,0,1,1,1,7,0,0,0,0,10,7
Charlie0Lowery,7,26,0.2500 ,2,8,0,0,0,0.667,2,3,3,1,0,0,0,4,6
D.C.-威尔卡特,2,0,0.4290 ,3,7,0,0,0,0,0,0,0,4,0,0,0,2,6
Lonnie0Walker0IV,6,21,0.3750 ,3,8,0,0,1,0,0,0,2,3,0,0,0,0,6
亚休巴-迪亚瓦拉,9,30,0.3750 ,3,8,0,0,3,0,0,2,6,0,1,0,0,2,6
佩普-赛,4,11,0.6670 ,2,3,0,0,0,0.5,2,4,1,3,1,0,1,1,6
保罗-朗,1,4,1.0000 ,3,3,0,0,0,0,0,0,0,1,0,0,0,1,6
保罗-格拉汉姆,3,29,0.3000 ,3,10,0,0,3,0,0,0,3,2,4,0,2,2,6
克拉伦斯-格洛弗,3,10,0.3330 ,2,6,0,0,0,1,2,2,3,0,0,0,0,1,6
凯西-雅克布森,6,39,0.2000 ,2,10,0.4,2,5,0,0,2,3,2,3,0,1,4,6
加里-布拉德斯,1,5,0.6670 ,2,3,0,0,0,1,2,2,2,0,0,0,0,0,6
卢克-杰克逊,3,11,0.0000 ,0,0,0,0,0,1,6,6,5,1,1,0,1,3,6
埃文-埃施迈耶,8,40,0.4290 ,3,7,0,0,0,0,0,0,7,3,3,2,0,10,6
尼尔森-鲍勃,6,0,0.3330 ,2,6,0,0,0,0.4,2,5,0,4,0,0,0,9,6
布兰登-阿姆斯特朗,8,32,0.2500 ,3,12,0,0,1,0,0,0,2,3,1,0,0,4,6
布莱恩-奥利弗,4,15,0.3330 ,2,6,0,0,0,1,2,2,0,1,1,0,0,4,6
拉尔斐-奥格登,2,15,0.2000 ,1,5,0,0,0,1,4,4,4,1,0,0,0,0,6
拉沙德-沃恩,3,11,0.5000 ,2,4,1,2,2,0,0,0,0,0,0,0,0,0,6
拉玛尔-帕特森,4,20,0.2860 ,2,7,0.333,1,3,1,1,1,5,3,1,0,4,1,6
斯图阿特-格雷,7,26,0.3330 ,2,6,0,0,0,0.5,2,4,15,0,1,0,3,6,6
杰梅因-杰克逊,6,16,0.4000 ,2,5,0,0,0,0.333,2,6,1,2,0,0,3,3,6
查理-保尔克,7,13,0.3000 ,3,10,0,0,0,0,0,0,5,0,0,0,0,5,6
格雷格-格里芬,2,25,0.4290 ,3,7,0,0,0,0,0,0,4,3,1,1,2,5,6
欧文-威尔斯,4,5,0.6000 ,3,5,0,0,0,0,0,0,1,1,0,0,0,1,6
比尔-戴维斯,7,0,0.1430 ,2,14,0,0,0,0.4,2,5,0,0,0,0,0,10,6
沃克-拉塞尔,7,10,0.4000 ,2,5,0,0,0,1,2,2,0,1,1,0,1,1,6
米尔特-瓦格纳,5,14,0.4000 ,2,5,0,0,1,1,2,2,2,3,0,1,0,3,6
约什-胡斯蒂斯,6,30,0.4000 ,2,5,0.5,1,2,0.5,1,2,6,0,1,1,0,4,6
约翰-琼斯,5,10,0.5000 ,3,6,0,0,0,0,0,0,4,0,0,0,0,2,6
约翰尼-奥布莱恩特三世,1,12,0.3750 ,3,8,0,0,0,0,0,0,3,0,0,0,0,1,6
罗德里克-罗德斯,3,7,0.6670 ,2,3,0,0,0,0.5,2,4,1,0,1,0,1,0,6
肖恩-黑尔,2,3,1.0000 ,2,2,1,2,2,0,0,0,0,1,0,0,0,0,6
肯尼-佩恩,3,10,0.4000 ,2,5,0,0,2,1,2,2,2,0,0,0,1,3,6
肯纳德-温彻斯特,3,11,0.6000 ,3,5,0,0,0,0,0,1,0,2,0,0,1,0,6
艾尔-古奥卡斯,2,0,0.5000 ,2,4,0,0,0,0.333,2,6,0,5,0,0,0,3,6
莱恩-科斯马尔斯基,6,29,0.6670 ,2,3,0,0,0,0.667,2,3,10,5,1,0,0,4,6
菲尔-沃克,4,17,0.1250 ,1,8,0,0,0,0.8,4,5,2,2,0,0,3,5,6
赫姆-克洛泽,6,0,0.2220 ,2,9,0,0,0,0.667,2,3,0,1,0,0,0,3,6
达夫-瓦欧,4,8,1.0000 ,3,3,0,0,0,0,0,0,1,2,1,0,0,2,6
达夫-霍鹏,3,9,1.0000 ,3,3,0,0,0,0,0,2,3,0,0,0,0,1,6
阿特-斯派克特,3,0,0.2220 ,2,9,0,0,0,0.5,2,4,0,0,0,0,0,9,6
韦德-鲍德温,7,31,0.2000 ,1,5,1,1,1,0.75,3,4,7,5,1,1,3,4,6
马克尔-布朗,2,11,0.4000 ,2,5,0,0,2,1,2,2,2,1,0,0,2,0,6
马蒂-贝尔纳斯,4,8,0.3330 ,1,3,0,0,0,0.667,4,6,1,1,0,0,1,0,6
鲍伯-考夫曼,5,24,0.3330 ,2,6,0,0,0,0.4,2,5,7,6,0,0,0,5,6
鲍伯-麦凯恩,1,13,0.5000 ,3,6,0,0,0,0,0,0,2,0,0,1,2,2,6
Jack0Turner_,2,16,0.3330 ,2,6,0,0,0,0.333,1,3,4,2,0,0,0,1,5
P.J.海尔斯顿,2,22,0.3330 ,2,6,0.333,1,3,0,0,2,0,0,1,0,1,1,5
RJ-亨特,5,42,0.2220 ,2,9,0.2,1,5,0,0,0,6,3,0,1,1,3,5
Terrel0Harris,4,10,0.5000 ,1,2,0,0,1,0.75,3,4,3,0,0,0,0,0,5
丹泽尔-瓦伦蒂内,4,23,0.3330 ,2,6,0.25,1,4,0,0,0,8,2,0,1,2,1,5
伯尼-斯温,5,27,0.3330 ,2,6,0,0,0,0.5,1,2,14,1,0,0,0,4,5
克莱德-梅耶斯,3,41,0.2000 ,1,5,0,0,0,0.75,3,4,6,1,1,1,0,6,5
凯文-奥谢,5,0,0.1430 ,1,7,0,0,0,0.75,3,4,5,1,0,0,0,8,5
凯文-布鲁克斯,2,5,0.2860 ,2,7,0,0,1,0.5,1,2,2,0,0,0,0,0,5
加里-维特斯,4,28,1.0000 ,2,2,0,0,0,0.5,1,2,3,2,1,0,0,6,5
唐-洛夫格兰,3,0,0.2220 ,2,9,0,0,0,1,1,1,1,0,0,0,0,6,5
埃迪-休斯,7,16,0.2860 ,2,7,0.333,1,3,0,0,0,0,1,1,0,1,1,5
塞西尔-汉金斯,2,0,0.2860 ,2,7,0,0,0,0.5,1,2,0,0,0,0,0,1,5
布雷克-阿赫恩,3,18,0.6670 ,2,3,1,1,1,0,0,0,0,2,0,0,0,0,5
德里克-蒂亚尔,2,8,0.5000 ,2,4,0,0,0,0.5,1,2,2,0,0,0,0,1,5
托尼-罗波特森,2,12,0.3330 ,2,6,0,0,0,0.5,1,2,0,0,0,0,0,3,5
杰伊尔-萨瑟,6,25,0.2860 ,2,7,0.25,1,4,0,0,0,5,1,1,1,1,1,5
杰夫-维希,3,21,0.5000 ,2,4,0,0,0,0.5,1,2,4,1,1,1,0,5,5
查尔斯-史密斯,4,19,0.6670 ,2,3,0,0,0,0.5,1,2,3,2,2,1,3,5,5
格莱恩-莫斯利,3,6,0.6670 ,2,3,0,0,0,0.333,1,3,1,1,0,1,0,0,5
梅尔文-弗雷泽,3,15,0.4000 ,2,5,0,0,0,0.5,1,2,4,0,1,0,0,0,5
比利-托马斯,8,24,0.1000 ,1,10,0.167,1,6,0.5,2,4,2,1,1,0,0,3,5
沃尔特-科克,3,0,0.2860 ,2,7,0,0,0,0.167,1,6,0,1,0,0,0,8,5
泰伦斯-威廉姆斯,5,49,0.2000 ,2,10,0,0,3,0.5,1,2,10,6,0,1,4,3,5
泰勒-恩尼斯,1,16,0.2220 ,2,9,0.2,1,5,0,0,0,4,3,0,0,0,1,5
泰瑞斯-威廉姆斯,4,18,0.3330 ,1,3,0,0,0,0.75,3,4,5,0,1,1,0,3,5
肖奈勒-斯科特,8,16,0.3330 ,2,6,0,0,2,1,1,1,2,0,0,1,4,2,5
莱维-方丹,2,9,0.6670 ,2,3,0,0,0,0.333,1,3,0,0,0,0,0,2,5
萨马基-克里斯顿,2,21,0.4000 ,2,5,0.333,1,3,0,0,0,3,5,1,0,0,1,5
贾巴里-史密斯,7,14,0.5000 ,1,2,0,0,0,0.75,3,4,3,0,0,1,0,4,5
辛达里厄斯-桑韦尔,4,12,0.3330 ,2,6,0.333,1,3,0,0,0,4,0,1,0,0,2,5
里昂-本鲍,2,5,0.5000 ,2,4,0,0,0,0.5,1,2,1,2,0,0,0,0,5
阿马尔-麦卡斯基尔,2,7,0.6670 ,2,3,0,0,0,0.333,1,3,3,1,0,0,0,1,5
阿龙-杰克逊,7,17,0.5000 ,2,4,0,0,2,0.5,1,2,4,2,0,0,2,2,5
阿龙-霍勒迪,3,14,0.4000 ,2,5,0.5,1,2,0,0,0,0,0,0,0,1,3,5
雅各布·埃文斯,2,9,1.0000 ,2,2,1,1,1,0,0,0,0,0,0,0,1,1,5
马克尔-富尔茨,3,23,0.1430 ,1,7,0,0,0,0.75,3,4,3,5,2,0,1,4,5
马尔-格拉汉姆,7,25,0.2860 ,2,7,0,0,0,0.333,1,3,4,2,0,0,0,3,5
马蒂-帕萨格里亚,6,0,0.1430 ,2,14,0,0,0,0.333,1,3,0,0,0,0,0,10,5
鲍伯-罗楚穆勒,2,21,0.2000 ,2,10,0,0,0,0.25,1,4,5,2,0,0,0,12,5
鲍伯-菲茨杰拉德,6,0,0.1000 ,1,10,0,0,0,0.75,3,4,0,1,0,0,0,4,5
Charles0O'Bannon,4,9,0.6670 ,2,3,0,0,0,0,0,0,1,1,0,0,3,0,4
Earnie0Killum,2,4,1.0000 ,1,1,0,0,0,0.667,2,3,0,0,0,0,0,1,4
Hooks0Dillon,1,0,1.0000 ,1,1,0,0,0,1,2,2,0,0,0,0,0,2,4
John0Warren,10,22,0.4000 ,2,5,0,0,0,0,0,0,3,2,0,0,0,6,4
Lazar0Hayward,5,15,0.6670 ,2,3,0,0,0,0,0,0,4,0,0,0,1,2,4
Matt0Guokas_,8,0,0.1110 ,1,9,0,0,0,0.4,2,5,0,0,0,0,0,11,4
扎南-穆萨,2,15,0.6670 ,2,3,0,0,1,0,0,0,0,0,2,0,3,4,4
托尼-拉维利,2,0,0.2000 ,1,5,0,0,0,1,2,2,1,1,0,0,0,2,4
托比-贝莉,5,15,0.2500 ,1,4,0,0,0,0.5,2,4,2,2,0,0,0,1,4
拉尔斐-刘易斯,10,17,0.3330 ,2,6,0,0,1,0,0,0,8,1,0,0,0,2,4
拉纳德-科普兰,4,9,0.3330 ,2,6,0,0,0,0,0,0,1,0,0,0,1,1,4
斯托贾科-弗兰科维奇,3,13,0.5000 ,2,4,0,0,0,0,0,1,3,1,0,0,1,2,4
斯科特-蒙茨,2,8,0.5000 ,2,4,0,0,0,0,0,1,1,0,1,0,0,1,4
朱利安-斯通,4,17,0.5000 ,1,2,0,0,0,1,2,2,1,3,0,0,0,3,4
杰拉尼-麦考伊,3,26,0.4000 ,2,5,0,0,0,0,0,3,6,2,0,0,2,6,4
杰拉德-金,8,14,0.5000 ,2,4,0,0,0,0,0,0,4,1,0,1,1,2,4
杰纳-詹姆斯,4,0,0.1110 ,1,9,0,0,0,0.5,2,4,0,2,0,0,0,6,4
林顿-约翰逊三世,3,10,0.5000 ,1,2,0,0,0,1,2,2,4,1,0,0,0,1,4
查尔斯-布拉德利,9,22,0.2500 ,2,8,0,0,0,0,0,2,5,1,1,0,4,6,4
汤姆-佩恩,1,5,1.0000 ,1,1,0,0,0,0.4,2,5,4,0,0,0,0,1,4
汤姆-胡佛,4,11,0.6670 ,2,3,0,0,0,0,0,0,3,1,0,0,0,3,4
泰伦斯-金希,9,11,0.3330 ,1,3,0,0,0,1,2,2,2,0,1,0,1,2,4
泰尔斯-琼斯,4,54,0.2860 ,2,7,0,0,2,0,0,0,9,8,1,0,1,0,4
泰瑞斯-梅斯,1,20,0.5000 ,2,4,0,0,1,0,0,0,1,0,0,0,1,3,4
瓦斯里斯-斯潘诺里斯,1,3,0.5000 ,1,2,0,0,0,1,2,2,1,1,0,0,0,0,4
皮特-威廉姆斯,4,18,0.5000 ,2,4,0,0,1,0,0,0,4,3,0,0,0,2,4
雷纳尔多-巴尔克曼,8,20,0.3330 ,2,6,0,0,1,0,0,0,4,1,4,0,0,3,4
马特-卡罗尔,5,19,0.6670 ,2,3,0,0,0,0,0,0,3,0,0,0,1,1,4
马科-米利奇,2,4,0.6670 ,2,3,0,0,0,0,0,0,1,0,1,0,0,1,4
鲍伯-奎克,2,9,0.6670 ,2,3,0,0,0,0,0,2,1,0,0,0,0,1,4
鲍伯-阿伦,3,19,0.0000 ,0,4,0,0,0,0.571,4,7,6,0,0,0,0,2,4
James0Ray,4,20,0.1670 ,1,6,0,0,0,0.25,1,4,3,0,0,2,0,4,3
Mike0Harris,3,9,0.5000 ,1,2,0,0,0,0.5,1,2,2,0,0,0,0,0,3
亨利-阿克因,2,16,0.1430 ,1,7,0,0,0,0.5,1,2,8,0,0,0,0,3,3
兰多夫-莫里斯,6,18,0.3330 ,1,3,0,0,0,1,1,1,4,0,1,0,1,5,3
凯尔-维尔彻,1,5,1.0000 ,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3
凯莱布-斯瓦尼根,1,8,0.0000 ,0,2,0,0,1,0.75,3,4,2,1,0,0,1,1,3
卡尔-亨利,1,2,1.0000 ,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3
史考特-马查多,5,8,0.5000 ,1,2,0,0,0,0.5,1,2,1,1,0,0,1,1,3
吉米-科林斯,2,8,0.0000 ,0,1,0,0,0,1,3,3,1,0,0,0,0,1,3
唐内尔-泰勒,3,20,0.1430 ,1,7,0,0,1,1,1,1,3,5,1,0,2,2,3
唐尼-马绍尔,8,15,0.2000 ,1,5,0,0,4,1,1,1,0,0,0,0,0,1,3
多耶勒-帕拉克,7,0,0.0000 ,0,9,0,0,0,1,3,3,0,1,0,0,0,3,3
奥兰多-格拉汉姆,2,8,0.5000 ,1,2,0,0,0,0.5,1,2,1,0,0,0,1,0,3
安东尼奥-布克斯,3,16,1.0000 ,1,1,0,0,0,0.5,1,2,1,3,1,0,0,2,3
小帕特里克-尤因,2,2,1.0000 ,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3
沙弗里克-兰多夫,3,7,0.0000 ,0,1,0,0,0,0.75,3,4,3,0,0,0,0,2,3
特洛伊-墨菲,5,17,1.0000 ,1,1,1,1,1,0,0,0,4,0,0,0,2,0,3
特雷-约翰逊,3,12,0.2000 ,1,5,0,0,1,0.5,1,2,4,1,0,0,0,2,3
科斯塔斯-帕帕尼古拉乌,8,23,0.2500 ,1,4,0,0,3,0.5,1,2,2,0,0,0,5,4,3
约翰-斯特罗德,1,1,1.0000 ,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3
罗恩-沃茨,1,5,0.1670 ,1,6,0,0,0,0.5,1,2,2,0,0,0,0,3,3
艾德-里德,2,0,0.1430 ,1,7,0,0,0,1,1,1,0,2,0,0,0,3,3
莱奥-劳汀斯,3,5,0.3330 ,1,3,0.5,1,2,0,0,0,2,1,1,0,0,2,3
菲尔-塞勒斯,1,6,0.2500 ,1,4,0,0,0,0.25,1,4,2,0,0,0,0,2,3
萨姆-佩勒姆,5,22,0.1670 ,1,6,0,0,0,0.333,1,3,1,1,0,1,0,3,3
蒂姆-夸特,2,7,0.5000 ,1,2,0.5,1,2,0,0,0,0,1,0,0,0,1,3
贾斯汀-霍勒迪,5,12,0.5000 ,1,2,1,1,1,0,0,0,1,1,0,0,2,1,3
达夫-希尔海瑟,3,8,0.2000 ,1,5,0,0,0,0.5,1,2,1,0,0,0,0,0,3
迈克-哈珀,1,6,1.0000 ,1,1,0,0,0,1,1,1,1,0,0,0,0,0,3
迈克-威尔克斯,6,12,0.5000 ,1,2,1,1,1,0,0,0,0,1,0,0,1,0,3
迈克尔-布鲁克斯,4,11,0.3330 ,1,3,0.5,1,2,0,0,0,4,2,0,0,0,1,3
迈尔斯-普拉姆利,1,16,0.1250 ,1,8,0,0,0,0.5,1,2,6,1,0,1,1,1,3
金-休斯,3,35,0.5000 ,1,2,0,0,0,0.5,1,2,11,0,2,0,3,8,3
阿兰-奥格,3,15,0.3330 ,1,3,0,0,0,0.5,1,2,1,0,1,3,0,3,3
雷克斯-摩根,4,10,0.1430 ,1,7,0,0,0,0.333,1,3,5,0,0,0,0,6,3
马尔科姆-托马斯,3,6,0.5000 ,1,2,0,0,0,0.2,1,5,4,0,0,0,0,0,3
鲍伯-维森汉恩,2,6,0.2500 ,1,4,0,0,0,1,1,1,2,0,0,0,0,0,3
Don0Ackerman,4,20,0.3330 ,1,3,0,0,0,0,0,0,4,1,0,0,0,7,2
Ed0Sherod,6,23,0.2000 ,1,5,0,0,0,0,0,0,2,4,4,0,1,3,2
Manny0Leaks,2,5,0.5000 ,1,2,0,0,0,0,0,0,2,0,0,0,0,1,2
Pete0Verhoeven,3,19,0.0000 ,0,0,0,0,0,1,2,2,0,0,1,0,1,10,2
Petey0Rosenberg,9,0,0.0830 ,1,12,0,0,0,0,0,3,0,3,0,0,0,4,2
TJ-利夫,2,14,0.0000 ,0,3,0,0,1,1,2,2,3,0,0,0,0,0,2
Zeke0Zawoluk,2,18,0.1670 ,1,6,0,0,0,0,0,2,2,0,0,0,0,5,2
丹尼尔-圣蒂亚哥,2,13,0.5000 ,1,2,0,0,0,0,0,0,5,0,0,2,1,3,2
丹尼尔-尤因,6,5,1.0000 ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
亚历克-科斯勒,2,12,0.0000 ,0,2,0,0,0,1,2,2,1,0,0,0,1,1,2
伯纳德-汤普森,2,10,0.0000 ,0,5,0,0,0,1,2,2,3,2,0,1,0,1,2
克莱格-戴克玛,6,12,0.1670 ,1,6,0,0,0,0,0,0,4,1,0,0,1,2,2
克里夫-庞德塞特,3,12,0.0000 ,0,1,0,0,0,1,2,2,3,1,0,0,0,0,2
克里斯-威尔普,3,22,0.3330 ,1,3,0,0,0,0,0,2,7,0,0,0,1,7,2
克里斯-恩格拉,1,6,1.0000 ,1,1,0,0,0,0,0,0,2,0,0,0,0,2,2
兰德尼-麦格鲁德,4,16,0.2500 ,1,4,0,0,2,0,0,0,4,0,0,0,0,3,2
兰斯-布兰克斯,1,10,0.5000 ,1,2,0,0,0,0,0,0,1,3,3,0,1,2,2
凯尔-维弗尔,1,12,0.2500 ,1,4,0,0,1,0,0,0,2,2,0,0,0,2,2
加菲尔德-史密斯,4,6,0.2000 ,1,5,0,0,0,0,0,3,1,0,0,0,0,1,2
华莱士-布莱恩特,2,36,0.0000 ,0,1,0,0,0,1,2,2,7,1,1,1,2,5,2
卡尔-托马斯,1,11,0.0000 ,0,1,0,0,0,0.667,2,3,1,0,0,0,0,2,2
史蒂夫-唐宁,1,4,0.5000 ,1,2,0,0,0,0,0,0,2,0,0,0,0,1,2
史蒂夫-海耶斯,1,1,1.0000 ,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2
吉姆-伊肯斯,3,18,0.2000 ,1,5,0,0,0,0,0,0,1,1,1,0,1,2,2
吉姆-斯帕纳克,5,8,0.0000 ,0,2,0,0,0,1,2,2,1,1,0,0,0,1,2
周琦,3,6,1.0000 ,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2
哈希姆-塔比特,6,34,0.5000 ,1,2,0,0,0,0,0,0,6,0,1,0,2,11,2
哈桑-亚当斯,6,9,0.5000 ,1,2,0,0,0,0,0,0,1,0,0,0,0,3,2
哈里-多诺万,3,0,0.0000 ,0,4,0,0,0,1,2,2,0,0,0,0,0,4,2
埃里克-安德森,2,6,0.5000 ,1,2,0,0,0,0,0,0,1,0,0,0,1,2,2
基斯-埃德蒙森,1,2,1.0000 ,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2
塔里克-布莱克,7,19,0.2500 ,1,4,0,0,0,0,0,0,6,2,0,1,1,5,2
大卫-斯托克顿,2,5,0.3330 ,1,3,0,0,1,0,0,0,1,0,0,0,0,1,2
奥休斯-杰弗斯,6,10,0.1670 ,1,6,0,0,0,0,0,1,1,0,0,0,1,0,2
奥雷克谢-佩切罗夫,3,8,0.0000 ,0,1,0,0,0,1,2,2,1,0,1,1,0,0,2
威利-伯顿,2,11,0.2500 ,1,4,0,0,2,0,0,0,0,0,0,0,1,3,2
安芬尼-西蒙斯,3,5,0.0000 ,0,2,0,0,0,0.667,2,3,0,0,0,0,0,1,2
布兰登-亨特,3,10,1.0000 ,1,1,0,0,0,0,0,0,3,1,0,1,1,2,2
布奇-李,3,6,0.0000 ,0,0,0,0,0,1,2,2,1,0,0,0,3,2,2
布拉洛-桑德夫,1,2,1.0000 ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
布莱恩-埃文斯,5,11,1.0000 ,1,1,0,0,0,0,0,0,1,2,1,0,0,0,2
康尼尔-诺曼,1,1,1.0000 ,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2
德尼斯-汉密尔顿,2,11,0.3330 ,1,3,0,0,0,0,0,0,2,1,0,0,0,0,2
德尼斯-纳特,1,10,0.2000 ,1,5,0,0,2,0,0,0,2,1,0,0,1,0,2
德尼斯-贝尔,3,27,0.1250 ,1,8,0,0,0,0,0,5,4,0,0,0,0,6,2
德翁特-伯顿,3,5,0.2000 ,1,5,0,0,2,0,0,0,2,0,0,0,0,0,2
德胡安-威特,1,3,0.5000 ,1,2,0,0,0,0,0,0,1,0,1,0,0,0,2
德里克-布朗,2,1,1.0000 ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
托尼-布拉德利,1,2,0.5000 ,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2
斯基特-亨利,3,16,0.1670 ,1,6,0,0,2,0,0,0,3,3,0,0,1,1,2
斯科特-罗斯,6,10,0.3330 ,1,3,0,0,0,0,0,0,0,0,2,0,0,0,2
易建联,1,4,0.3330 ,1,3,0,0,1,0,0,1,2,0,1,0,0,0,2
杰克-丁金斯,1,1,1.0000 ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
杰克-凯利,1,2,0.3330 ,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2
杰克-芬德利,2,6,0.2500 ,1,4,0,0,0,0,0,0,2,1,0,0,0,3,2
杰夫-桑德斯,3,3,1.0000 ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
杰拉德-布朗,1,1,1.0000 ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
杰拉德-霍尼卡特,6,12,0.2000 ,1,5,0,0,3,0,0,0,1,0,0,0,1,3,2
杰纳-斯塔姆普,3,0,0.3330 ,1,3,0,0,0,0,0,0,0,0,0,0,0,2,2
杰罗姆-乔丹,2,8,0.2500 ,1,4,0,0,0,0,0,0,4,0,0,0,1,0,2
杰罗米-安德森,4,5,0.3330 ,1,3,0,0,0,0,0,0,1,1,0,0,0,1,2
杰里米-埃文斯,2,6,0.0000 ,0,1,0,0,0,1,2,2,3,1,1,0,0,1,2
杰里米-理查德森,4,8,0.2000 ,1,5,0,0,0,0,0,0,0,0,0,0,1,1,2
查尔斯-史密斯,3,9,0.5000 ,1,2,0,0,0,0,0,0,1,3,1,0,0,0,2
柯克-哈斯顿,2,4,1.0000 ,1,1,0,0,0,0,0,0,1,0,1,0,0,1,2
柯克-施耐德,3,9,0.3330 ,1,3,0,0,2,0,0,0,1,0,0,0,1,0,2
柯蒂斯-积晨,8,23,0.5000 ,1,2,0,0,0,0,0,4,6,0,0,2,0,7,2
欧文-托马斯,3,5,1.0000 ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
比尔-莱根,2,7,1.0000 ,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2
汤姆-克洛普,2,4,1.0000 ,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2
汤姆-里克尔,1,8,0.5000 ,1,2,0,0,0,0,0,0,2,1,0,0,0,1,2
沃伦-帕金斯,2,0,1.0000 ,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2
沃尔特-帕尔默,2,6,0.2500 ,1,4,0,0,0,0,0,0,1,0,0,0,1,3,2
泰德-卢肯比尔,4,17,0.0000 ,0,5,0,0,0,0.4,2,5,3,1,0,0,0,3,2
泽维尔-塞拉斯,2,3,1.0000 ,1,1,0,0,0,0,0,0,2,0,0,0,0,0,2
